medication_name,disease_or_context,role,status,phase,notes,source_reference,review_status,official_indication_match,official_indications_summary,official_source_anchor,evidence_review_status,next_review_action,runtime_eligible
Doxepina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Doxepin tablets are indicated for the treatment of insomnia characterized by difficulty with sleep maintenance. The clinical trials performed in support of efficacy were up,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Imipramina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Depression:For the relief of symptoms of depression. Endogenous depression is more likely to be alleviated than other depressive states. One to three weeks of treatment,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51d3b181-0d15-4782-a966-feb137972b18#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Sertralina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Sertraline hydrochloride tablets are indicated for the treatment of the following [ See Clinical Studies (14)]: • Major depressive disorder (MDD) • Obsessive-compulsive disorder (OCD),https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddfd698-3d47-fc0e-e063-6394a90accec#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Divalproato,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Mania | Epilepsy | Migraine | Important Limitations,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ef6c5fd-42b2-4419-9b5a-e6d63571e3a0#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Escitalopram,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Escitalopram tablets are indicated for the treatment of: major depressive disorder (MDD) in adults and pediatric patients 12 years of age and older. generalized anxiety,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b2ec266-be5b-9265-e063-6294a90a10e3#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Tioridazina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Thioridazine hydrochloride tablets are indicated for the management of schizophrenic patients who fail to respond adequately to treatment with other antipsychotic drugs. Due to the,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Vilazodona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,VIIBRYD® is indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies ( 14 )].,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Amitriptilina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,For the relief of symptoms of depression. Endogenous depression is more likely to be alleviated than are other depressive states.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35aa7ab3-321a-97f7-e063-6294a90a91e2#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Fluoxetina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"Fluoxetine tablets are indicated for the treatment of: Major Depressive Disorder (MDD). The efficacy of fluoxetine in MDD was established in one 5-week trial, three",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77b6ae48-8e3a-42e6-9b5a-aeed750861e8#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Naltrexona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Naltrexone Hydrochloride Tablets USP are indicated in the treatment of alcohol dependence and for the blockade of the effects of exogenously administered opioids. Naltrexone Hydrochloride,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Aripiprazol,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Aripiprazole oral solution is indicated for the treatment of: • Schizophrenia [see Clinical Studies (14.1)] • Acute Treatment of Manic and Mixed Episodes associated with,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=042b725c-1c17-4cfb-80b2-c841226d795e#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Levomepromazina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,,official_indication_source_missing,locate_alternate_official_source,false
Duloxetina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,1 INDICATIONS AND USAGE Duloxetine delayed-release capsule is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of the following conditions: Major depressive,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Fluvoxamina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Obsessive-Compulsive Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b107225-ed5a-4461-9184-f3f2bad1892f#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Oxcarbazepina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Oxcarbazepine Tablets are indicated for use as monotherapy or adjunctive therapy in the treatment of partial-onset seizures in adults and as monotherapy in the treatment,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d#1 INDICATIONS & USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Desvenlafaxina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,PRISTIQ is indicated for the treatment of adults with major depressive disorder (MDD) [see Clinical Studies (14)].,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f43610c-f290-46ea-d186-4f998ed99fce#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Bupropiona XL,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Major Depressive Disorder | Seasonal Affective Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3ec04240-baef-44d7-8d73-a181171eec43#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Maprotilina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,,official_indication_source_missing,locate_alternate_official_source,false
Clozapina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Treatment-Resistant Schizophrenia | Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Desipramina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Desipramine hydrochloride tablets are indicated for the treatment of depression.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Bupropiona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Major Depressive Disorder | Seasonal Affective Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3ec04240-baef-44d7-8d73-a181171eec43#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Trazodona,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Trazodone hydrochloride tablets are indicated for the treatment of major depressive disorder (MDD) in adults.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Citalopram,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Citalopram tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies ( 14)] .,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7ef6ad2-5f22-4ac7-b57a-f498bcb53be1#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Valproato,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Epilepsy | Important Limitations,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b619f73-44e5-4a99-b425-a96cb2228c87#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Clomipramina,Anorexia nervosa,nao_tratamento_farmacologico_principal,nao_recomendado_como_principal,,Nenhum dos 46 deve aparecer como tratamento farmacologico principal; usar apenas para comorbidades especificas quando apropriado.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,CALMERA tablets are to be used as part of a comprehensive behavioral management program to treat separation anxiety in dogs greater than 6 months of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2b1bcbd9-88be-4d46-8301-10daa805dc0e#Indications & Usage:,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
