medication_id,medication_name,drug_class,condition_or_context,condition_key,dose_effect_band,dose_effect_min,dose_effect_max,dose_effect_goal,dominant_effect,mechanism_or_target,condition_range,condition_range_min,condition_range_max,range_source,strategy_if_below_range,strategy_if_within_range_partial_response,strategy_if_within_range_no_response,strategy_if_above_range,strategy_if_range_missing,dose_effect_source,evidence_status,notes
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Epilepsia,,300–600 mg/dia: início/titulação. (DM/GG/CANMAT/ISBD),300,600,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,300–600 mg/dia: início/titulação. (DM/GG/CANMAT/ISBD),300,600,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,300–600 mg/dia: início/titulação. (DM/GG/CANMAT/ISBD),300,600,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,900–1.200 mg/dia: faixa comum de manutenção em epilepsia. (DM/GG/CANMAT/ISBD),1.2,900,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Epilepsia,,900–1.200 mg/dia: faixa comum de manutenção em epilepsia. (DM/GG/CANMAT/ISBD),1.2,900,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,900–1.200 mg/dia: faixa comum de manutenção em epilepsia. (DM/GG/CANMAT/ISBD),1.2,900,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,900–1.200 mg/dia: faixa comum de manutenção em epilepsia. (DM/GG/CANMAT/ISBD),1.2,900,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,"Até 2.400 mg/dia: estudada em determinados contextos, com mais efeitos adversos. (DM/GG/CANMAT/ISBD)",2.4,2.4,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Epilepsia,,"Até 2.400 mg/dia: estudada em determinados contextos, com mais efeitos adversos. (DM/GG/CANMAT/ISBD)",2.4,2.4,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,"Até 2.400 mg/dia: estudada em determinados contextos, com mais efeitos adversos. (DM/GG/CANMAT/ISBD)",2.4,2.4,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,"Até 2.400 mg/dia: estudada em determinados contextos, com mais efeitos adversos. (DM/GG/CANMAT/ISBD)",2.4,2.4,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,"A bula oral descreve início em 600 mg/dia e alvo frequente de 1.200 mg/dia, com 2.400 mg/dia estudados em conversão para monoterapia. (DM/GG/CANMAT/ISBD)",1.2,600,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Epilepsia,,"A bula oral descreve início em 600 mg/dia e alvo frequente de 1.200 mg/dia, com 2.400 mg/dia estudados em conversão para monoterapia. (DM/GG/CANMAT/ISBD)",1.2,600,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,"A bula oral descreve início em 600 mg/dia e alvo frequente de 1.200 mg/dia, com 2.400 mg/dia estudados em conversão para monoterapia. (DM/GG/CANMAT/ISBD)",1.2,600,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
oxcarbazepina,Oxcarbazepina,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,"A bula oral descreve início em 600 mg/dia e alvo frequente de 1.200 mg/dia, com 2.400 mg/dia estudados em conversão para monoterapia. (DM/GG/CANMAT/ISBD)",1.2,600,"estabilidade, impulsividade",SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),SEM_PERFIL_RECEPTORIAL_POR_DOSE. (DM/GG/CANMAT/ISBD),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Trileptal Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
paroxetina,Paroxetina,SSRI/serotonergico,TAG,TAG,10 mg/dia: início ou maior sensibilidade. (DM/ST-E/GG/Maudsley),10,10,"ansiedade, humor",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),20-50 (TM/T1),20,50,TM/Aba 1/TAG,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
paroxetina,Paroxetina,SSRI/serotonergico,panico,panico,10 mg/dia: início ou maior sensibilidade. (DM/ST-E/GG/Maudsley),10,10,"ansiedade, humor",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),20-60 (TM/T1),20,60,TM/Aba 1/panico,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
paroxetina,Paroxetina,SSRI/serotonergico,transtorno de estresse,transtorno_de_estresse,10 mg/dia: início ou maior sensibilidade. (DM/ST-E/GG/Maudsley),10,10,"ansiedade, humor",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),20-50 (TM/T1),20,50,TM/Aba 1/transtorno de estresse,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
paroxetina,Paroxetina,SSRI/serotonergico,fobia social,fobia_social,10 mg/dia: início ou maior sensibilidade. (DM/ST-E/GG/Maudsley),10,10,"ansiedade, humor",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),20-50 (TM/T1),20,50,TM/Aba 1/fobia social,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
paroxetina,Paroxetina,SSRI/serotonergico,TOC,TOC,10 mg/dia: início ou maior sensibilidade. (DM/ST-E/GG/Maudsley),10,10,"ansiedade, humor",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),40-60 (TM/T1),40,60,TM/Aba 1/TOC,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
paroxetina,Paroxetina,SSRI/serotonergico,depressao melancolica,depressao_melancolica,10 mg/dia: início ou maior sensibilidade. (DM/ST-E/GG/Maudsley),10,10,"ansiedade, humor",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),20-50 (TM/T1),20,50,TM/Aba 1/depressao melancolica,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
paroxetina,Paroxetina,SSRI/serotonergico,depressao ansiosa,depressao_ansiosa,10 mg/dia: início ou maior sensibilidade. (DM/ST-E/GG/Maudsley),10,10,"ansiedade, humor",SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),SEM_MUDANCA_QUALITATIVA. (DM/ST-E/GG/Maudsley),20-50 (TM/T1),20,50,TM/Aba 1/depressao ansiosa,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Paxil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
