medication_name,drug_class,condition_or_context,condition_key,audit_status,condition_range,dose_effect_min,dose_effect_max,range_source,dose_effect_source,missing_fields
Risperidona,Antipsicotico atipico,TOC resistente,TOC,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,4,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,4,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,4,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,4,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,4,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,6,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,TOC resistente,TOC,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,6,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,6,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,6,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Agitacao ou psicose aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,6,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Risperidona,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,6,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_RISPERDAL; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f",condition_range | condition_range_min | condition_range_max | range_source
Sertralina,SSRI,Transtorno disforico pre-menstrual,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,25,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddfd698-3d47-fc0e-e063-6394a90accec,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Sertralina,SSRI,Transtorno disforico pre-menstrual,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,50,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_ZOLOFT; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddfd698-3d47-fc0e-e063-6394a90accec,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Tioridazina,Antipsicotico tipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Tioridazina,Antipsicotico tipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14",condition_range | condition_range_min | condition_range_max | range_source
Tioridazina,Antipsicotico tipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Tioridazina,Antipsicotico tipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,300,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14",condition_range | condition_range_min | condition_range_max | range_source
Tioridazina,Antipsicotico tipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,800,800,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Tioridazina,Antipsicotico tipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,800,800,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Mellaril Prescribing Information; bula profissional Anvisa; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14",condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Transtorno por uso de alcool,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Transtorno de compulsao alimentar,compulsao,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Transtorno por uso de alcool,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Transtorno de compulsao alimentar,compulsao,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,200,400,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,200,400,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,200,400,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Uso psiquiatrico de anticonvulsivantes,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,200,400,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",condition_key | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Transtorno por uso de alcool,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,200,400,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Transtorno de compulsao alimentar,compulsao,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,200,400,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Topiramato,Anticonvulsivante/estabilizador,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,200,400,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Topamax Prescribing Information; CANMAT/ISBD Bipolar Guidelines; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85",dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Trazodona,SARI,Transtornos alimentares - comorbidades,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Trazodone Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; revisão farmacológica sobre trazodona em baixa e alta dose.; FDA/DailyMed Trazodone; Stahl, 5ª ed.; revisão farmacológica de trazodona.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948",condition_range | condition_range_min | condition_range_max | range_source
Trazodona,SARI,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Trazodone Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; revisão farmacológica sobre trazodona em baixa e alta dose.; FDA/DailyMed Trazodone; Stahl, 5ª ed.; revisão farmacológica de trazodona.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948",condition_range | condition_range_min | condition_range_max | range_source
Trazodona,SARI,Transtornos alimentares - comorbidades,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,150,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"DailyMed, Trazodone Hydrochloride; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; revisão farmacológica sobre trazodona em baixa e alta dose.; FDA/DailyMed Trazodone; Stahl, 5ª ed.; revisão farmacológica de trazodona.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948",condition_range | condition_range_min | condition_range_max | range_source
